velo_id,session_trial,time,elbow_velo_x,elbow_velo_y,elbow_velo_z,rear_hip_velo_x,rear_hip_velo_y,rear_hip_velo_z,rear_knee_velo_x,rear_knee_velo_y,rear_knee_velo_z,shoulder_velo_x,shoulder_velo_y,shoulder_velo_z,wrist_velo_x,wrist_velo_y,wrist_velo_z,pelvis_velo_x,pelvis_velo_y,pelvis_velo_z,glove_elbow_velo_x,glove_elbow_velo_y,glove_elbow_velo_z,lead_hip_velo_x,lead_hip_velo_y,lead_hip_velo_z,lead_knee_velo_x,lead_knee_velo_y,lead_knee_velo_z,glove_shoulder_velo_x,glove_shoulder_velo_y,glove_shoulder_velo_z,glove_wrist_velo_x,glove_wrist_velo_y,glove_wrist_velo_z,torso_velo_x,torso_velo_y,torso_velo_z,torso_pelvis_velo_x,torso_pelvis_velo_y,torso_pelvis_velo_z
2489994,499_6,0.1778,12.49,166.05,125.07,3.02,2.67,17.32,10.77,-6.25,3.29,-38.45,-49.96,22.51,592.28,-691.95,276.99,2.24,-1.51,4.95,-48.91,-171.41,31.35,18.37,-11.77,33.14,44.33,20.46,-2.07,-10.09,-16.45,107.73,-463.12,-337.76,-46.7,5.88,-1.67,-5.83,8.07,-0.36,10.85
2489995,499_6,0.1805,-46.32,3.19,-9.91,22.16,14.42,3.67,-1.17,-21.39,9.48,-119.05,10.29,-62.73,3561.77,-550.78,2090.69,-14.24,-8.93,-30.41,-79.41,123.47,28.31,66.73,-19.22,114.4,72.75,17.03,-2.07,29.23,18.69,27.75,129.8,-71.65,4.61,40.89,-9.02,-42.98,-28.26,-6.02,-14.31
2489996,499_6,0.1833,21.12,255.02,192.44,-3.27,1.35,31.85,11.65,-15.11,8.04,-31.93,-43.83,27.31,510.94,-754.51,309.87,10.58,0.5,2.68,2.39,668.39,-177.92,17.12,-6.48,39.27,55.15,13.47,-1.35,-53.34,-33.87,52.93,162.33,63.43,7.48,2.45,-1.75,-14.58,13.03,-2.26,17.27
2489997,499_6,0.1861,22.33,272.9,206.07,-8.38,0.47,33.11,10.84,-16.75,8.92,-25.68,-35.29,27.64,390.15,-692.76,289.42,15.91,1.31,1.44,20.54,940.04,-245.26,15.92,-3.65,39.67,62.51,9.31,-0.94,-67.88,-45.87,29.09,441.53,228.49,30.6,0.3,-1.57,-19.55,16.21,-2.79,20.98
2489998,499_6,0.1889,21.47,254.63,192.41,-14.29,-0.72,29.8,9.56,-16.11,8.59,-17.67,-24.0,26.77,233.7,-567.58,242.92,21.54,2.16,0.2,30.47,1073.75,-277.7,14.55,-0.73,39.91,70.95,5.26,-0.55,-73.86,-57.46,10.26,646.92,341.32,46.39,-1.58,-1.17,-24.17,19.98,-3.15,24.35
2489999,499_6,0.1917,18.89,192.43,145.57,-20.36,-2.21,22.53,8.21,-13.46,7.19,-8.58,-11.27,24.53,62.32,-389.57,174.09,27.0,3.16,-0.89,32.15,1077.34,-277.24,13.39,2.15,40.91,80.23,1.73,-0.22,-70.64,-66.55,-3.52,761.44,394.95,53.75,-2.9,-0.59,-27.99,24.11,-3.48,27.07
2490000,499_6,0.1944,15.14,86.24,65.5,-25.8,-3.85,12.57,7.19,-9.45,5.05,0.54,1.34,20.63,-102.71,-177.42,90.31,31.72,4.34,-1.59,27.04,983.81,-252.27,12.89,4.78,43.09,90.09,-1.03,0.03,-59.49,-71.49,-13.1,786.54,393.77,53.41,-3.56,0.07,-30.76,28.18,-3.94,29.11
2490001,499_6,0.1972,10.91,-55.72,-41.54,-29.83,-5.42,1.39,6.79,-4.87,2.62,8.43,12.32,14.88,-242.98,44.53,1.58,35.19,5.64,-1.71,17.41,838.86,-214.41,13.58,6.96,46.31,100.24,-2.9,0.2,-43.25,-71.48,-19.49,736.87,350.3,47.34,-3.57,0.69,-32.47,31.65,-4.6,30.68
2490002,499_6,0.2,6.91,-217.78,-163.71,-31.88,-6.65,-9.56,7.12,-0.55,0.32,13.98,20.58,7.5,-344.84,249.69,-80.99,37.05,6.91,-1.14,5.81,686.78,-174.88,15.84,8.46,50.0,110.42,-3.95,0.27,-25.64,-66.74,-23.47,632.25,280.8,37.95,-3.03,1.14,-33.34,34.05,-5.46,32.06
2490003,499_6,0.2028,3.7,-378.5,-284.8,-31.8,-7.32,-19.14,8.15,2.83,-1.48,16.49,25.57,-0.72,-399.84,412.84,-146.84,37.26,7.91,0.0,-5.31,560.07,-141.91,19.8,9.1,53.35,120.35,-4.35,0.28,-10.53,-58.45,-25.64,491.04,201.44,27.5,-2.15,1.34,-33.7,35.14,-6.33,33.53
2490004,499_6,0.2056,1.63,-513.27,-386.23,-29.98,-7.26,-26.58,9.77,4.87,-2.57,15.89,27.32,-8.56,-404.5,513.57,-187.5,36.16,8.33,1.36,-13.85,475.29,-119.71,25.13,8.69,55.53,129.79,-4.35,0.25,-1.16,-48.39,-26.68,327.04,125.53,17.69,-1.17,1.24,-33.94,35.02,-6.95,35.1
2490005,499_6,0.2083,0.68,-597.8,-449.69,-27.32,-6.41,-31.51,11.85,5.45,-2.88,12.67,26.19,-14.65,-360.02,539.21,-197.81,34.48,7.93,2.4,-18.24,434.52,-108.79,31.12,7.13,55.84,138.57,-4.11,0.19,0.5,-38.47,-27.52,150.32,62.18,9.58,-0.34,0.87,-34.32,34.16,-7.03,36.52
2490006,499_6,0.2111,0.5,-612.55,-460.46,-25.04,-4.88,-33.96,14.25,4.7,-2.49,7.6,22.72,-17.88,-271.96,486.82,-176.6,33.15,6.6,2.45,-17.63,430.06,-107.19,36.79,4.46,53.85,146.62,-3.71,0.13,-5.95,-30.22,-29.13,-29.99,16.21,3.65,0.13,0.25,-34.93,33.32,-6.42,37.19
2490007,499_6,0.2139,0.39,-547.44,-410.94,-24.29,-2.96,-34.3,16.86,2.97,-1.58,1.46,17.36,-17.87,-149.85,363.93,-126.91,33.06,4.46,0.89,-12.04,449.36,-111.7,41.24,0.9,49.55,153.97,-3.12,0.08,-19.36,-24.5,-32.15,-203.17,-11.19,-0.05,0.16,-0.55,-35.62,33.25,-5.16,36.38
2490008,499_6,0.2167,-0.56,-405.33,-303.35,-25.8,-1.08,-33.11,19.52,0.64,-0.36,-5.26,10.46,-15.23,-6.36,187.81,-55.61,34.69,1.9,-2.58,-2.38,478.8,-118.85,43.92,-3.08,43.38,160.79,-2.22,0.04,-37.29,-21.37,-36.38,-356.2,-21.37,-1.74,-0.25,-1.45,-36.07,34.47,-3.54,33.43
2490009,499_6,0.2194,-3.25,-203.24,-150.56,-29.5,0.15,-30.94,22.05,-1.92,0.98,-12.4,2.3,-11.45,144.18,-16.97,27.43,37.9,-0.46,-7.79,9.67,505.77,-125.46,44.86,-6.77,36.19,167.25,-0.88,0.01,-56.63,-20.3,-40.56,-475.29,-17.28,-1.79,-0.96,-2.36,-35.87,36.98,-2.09,28.1
2490010,499_6,0.2222,-8.35,29.76,25.42,-34.53,0.15,-28.06,24.21,-4.54,2.35,-20.11,-6.79,-8.56,287.92,-221.92,110.51,41.93,-1.91,-13.99,22.07,519.62,-128.84,44.69,-9.36,29.11,173.4,0.99,0.01,-74.28,-20.42,-42.62,-548.67,-2.67,-0.6,-1.79,-3.21,-34.65,40.18,-1.45,20.75
2490011,499_6,0.225,-15.99,257.47,197.14,-39.48,-1.54,-24.31,25.73,-7.21,3.73,-28.58,-16.35,-8.49,413.41,-398.61,181.49,45.6,-1.82,-19.99,32.79,512.25,-126.98,44.33,-10.11,23.25,179.15,3.38,0.05,-87.67,-20.93,-40.29,-569.62,18.39,1.39,-2.56,-3.92,-32.23,43.07,-2.21,12.36
2490012,499_6,0.2278,-25.73,443.37,336.91,-42.92,-5.08,-19.15,26.44,-10.05,5.2,-37.86,-25.78,-12.42,512.82,-522.43,229.22,47.76,0.17,-24.44,40.26,478.5,-118.64,44.63,-8.61,19.36,184.15,6.19,0.12,-95.2,-21.33,-31.9,-538.66,41.79,3.78,-3.15,-4.47,-28.66,44.61,-4.7,4.34
2490013,499_6,0.2305,-178.13,26.2,38.8,-3.4,-34.69,-58.92,11.77,10.41,-4.42,-94.2,-9.68,-184.29,-1858.2,-1742.0,-1410.09,9.65,25.27,-18.25,29.3,315.01,74.25,81.91,31.57,34.64,179.46,-1.94,0.73,-48.18,-51.09,37.15,190.58,90.88,7.5,13.3,-0.33,-28.45,-16.7,25.19,-7.64
2490014,499_6,0.2333,-47.22,584.5,440.73,-42.52,-16.08,-2.16,24.88,-16.68,8.58,-57.65,-41.6,-31.49,617.73,-549.95,223.71,45.59,9.24,-24.26,42.8,328.13,-81.74,47.66,0.1,17.0,189.61,12.67,0.43,-91.87,-22.17,3.39,-360.27,80.47,8.17,-3.67,-5.14,-19.68,41.86,-14.42,-4.56
2490015,499_6,0.2361,-56.44,524.51,393.33,-39.55,-21.68,9.99,22.54,-20.14,10.35,-66.92,-47.0,-43.8,618.35,-447.96,165.67,42.22,15.05,-18.55,38.39,218.08,-54.88,48.79,5.54,16.28,188.64,16.21,0.67,-83.06,-23.66,27.25,-245.27,89.82,9.49,-3.55,-5.4,-15.52,38.57,-20.52,-3.11
2490016,499_6,0.2389,-63.23,397.12,294.86,-36.51,-25.8,23.77,19.18,-23.04,11.82,-74.79,-50.47,-55.39,579.84,-283.71,76.86,38.99,20.53,-9.21,31.39,93.68,-24.62,47.71,10.09,13.26,184.26,19.93,0.98,-71.84,-26.76,52.09,-136.44,90.29,9.9,-3.12,-5.67,-12.45,35.77,-26.36,3.05
2490017,499_6,0.2417,-66.97,235.75,171.02,-35.08,-27.44,37.78,14.93,-24.58,12.6,-80.58,-52.12,-64.61,497.56,-81.02,-31.04,37.4,24.9,3.18,22.89,-36.66,7.01,42.84,12.72,5.65,175.91,23.81,1.34,-60.17,-31.85,75.78,-47.46,81.84,9.3,-2.27,-5.92,-10.97,35.05,-31.13,13.83
2490018,499_6,0.2444,-67.35,79.78,52.14,-36.62,-26.02,50.28,9.98,-23.95,12.26,-83.78,-52.25,-70.38,368.35,130.31,-142.51,38.62,27.65,17.76,13.83,-164.6,38.02,33.09,12.86,-8.64,163.31,27.71,1.74,-49.62,-38.88,97.03,13.56,65.62,7.74,-0.92,-6.08,-11.39,37.69,-34.23,28.7
2490019,499_6,0.2472,-64.28,-35.79,-34.81,-41.8,-21.52,59.44,4.65,-20.52,10.49,-83.99,-51.21,-72.17,194.02,320.39,-241.26,43.19,28.62,33.51,4.8,-282.85,66.73,18.22,10.51,-30.89,146.6,31.39,2.13,-41.2,-47.22,115.57,44.18,43.65,5.36,0.96,-6.0,-13.8,44.24,-35.38,46.73
2490020,499_6,0.25,-57.82,-89.39,-73.27,-50.38,-14.44,63.67,-0.64,-14.04,7.15,-80.95,-49.37,-69.87,-15.84,465.47,-313.84,50.78,27.96,49.3,-4.01,-385.64,91.8,-0.95,6.25,-61.16,126.44,34.46,2.49,-35.12,-55.83,131.98,46.37,18.42,2.39,3.29,-5.58,-18.1,54.3,-34.6,66.67
2490021,499_6,0.2528,-48.23,-77.78,-60.91,-61.2,-5.71,62.04,-5.42,-4.85,2.43,-74.6,-47.05,-63.53,-243.51,552.85,-352.65,60.28,25.99,63.96,-12.72,-468.65,112.25,-22.57,1.0,-97.97,104.02,36.55,2.77,-30.91,-63.43,147.22,24.9,-7.64,-0.88,5.89,-4.82,-23.99,66.56,-32.16,87.07
2490022,499_6,0.2556,-36.03,-15.36,-9.19,-72.41,3.56,54.51,-9.21,6.11,-3.21,-65.12,-44.57,-53.36,-466.13,582.9,-357.08,69.94,23.09,76.42,-21.63,-529.03,127.44,-44.06,-4.22,-138.4,80.94,37.42,2.94,-27.74,-68.83,162.15,-14.05,-32.45,-4.2,8.47,-3.79,-30.98,78.98,-28.51,106.39
2490023,499_6,0.2583,-22.07,71.38,60.97,-81.89,12.2,42.0,-11.59,17.47,-9.04,-53.17,-42.26,-39.82,-661.0,567.64,-332.86,77.87,19.68,85.85,-30.94,-565.27,137.0,-62.68,-8.49,-178.46,58.93,37.05,3.01,-24.72,-71.19,177.11,-63.59,-54.41,-7.31,10.76,-2.68,-38.4,89.36,-24.22,123.13
2490024,499_6,0.2611,-7.55,151.92,125.49,-87.84,19.26,26.25,-12.28,27.64,-14.27,-39.87,-40.42,-23.88,-811.21,526.65,-289.81,82.52,16.15,91.7,-40.51,-577.31,140.87,-76.18,-11.15,-213.89,39.5,35.77,2.99,-21.37,-70.27,191.73,-116.63,-72.1,-9.94,12.52,-1.69,-45.47,95.9,-19.85,136.01
2490025,499_6,0.2639,6.06,199.85,163.57,-89.31,24.06,9.43,-11.15,35.29,-18.2,-26.76,-39.23,-7.16,-909.36,481.56,-239.07,83.14,12.87,93.83,-49.81,-566.23,139.22,-83.42,-11.94,-240.93,23.74,34.12,2.93,-17.75,-66.49,205.08,-166.17,-84.01,-11.78,13.64,-1.02,-51.41,97.72,-15.94,144.07
2490026,499_6,0.2667,17.17,199.31,162.81,-86.43,26.37,-6.23,-8.34,39.58,-20.39,-15.49,-38.69,8.03,-957.73,450.47,-190.45,79.99,10.17,92.46,-57.97,-533.63,132.27,-84.6,-10.93,-257.27,12.13,32.73,2.87,-14.52,-60.81,216.05,-206.08,-88.38,-12.49,14.12,-0.74,-55.56,95.07,-12.93,146.9
2490027,499_6,0.2694,24.33,148.5,121.93,-80.4,26.37,-18.7,-4.21,40.31,-20.77,-7.46,-38.57,19.12,-965.27,443.61,-150.65,74.25,8.31,88.26,-64.06,-480.77,120.15,-81.2,-8.49,-262.55,4.55,32.16,2.87,-12.65,-54.57,223.91,-231.96,-83.44,-11.73,14.1,-0.81,-57.52,89.26,-11.09,144.77
2490028,499_6,0.2722,26.46,59.58,50.74,-73.07,24.59,-26.18,0.64,37.91,-19.53,-3.5,-38.44,23.8,-942.84,461.1,-122.47,67.69,7.47,82.36,-67.41,-408.04,102.71,-75.49,-5.21,-258.52,0.4,32.64,2.95,-13.15,-49.26,228.66,-241.96,-68.1,-9.27,13.74,-1.11,-57.23,82.22,-10.51,138.7
2490029,499_6,0.275,23.12,-44.93,-32.72,-66.43,21.8,-27.14,5.38,33.13,-17.07,-3.69,-37.83,20.71,-898.92,493.51,-105.13,62.1,7.75,76.29,-67.86,-314.95,79.6,-69.94,-1.66,-248.41,-1.25,34.02,3.09,-16.7,-46.21,231.16,-237.03,-42.55,-5.1,13.21,-1.4,-54.94,75.9,-11.13,130.47
2490030,499_6,0.2778,14.59,-138.52,-107.35,-61.97,18.75,-20.36,9.05,26.89,-13.85,-7.44,-36.41,9.81,-837.53,525.09,-95.45,58.79,9.22,71.79,-65.82,-201.11,50.5,-66.55,1.67,-236.05,-1.45,35.72,3.25,-23.48,-46.38,232.85,-220.16,-8.62,0.54,12.64,-1.43,-51.15,71.77,-12.74,122.32
2490031,499_6,0.2806,1.89,-198.16,-154.79,-60.28,15.99,-5.1,10.73,19.98,-10.29,-13.68,-34.09,-7.5,-758.77,538.68,-89.29,58.13,11.9,70.47,-62.25,-67.73,15.57,-66.27,4.55,-224.63,-1.15,36.86,3.35,-32.99,-50.08,235.24,-194.89,30.24,7.13,12.12,-0.95,-46.52,70.3,-15.04,116.51
2490032,499_6,0.2833,-13.46,-210.39,-164.36,-60.8,13.71,18.38,9.72,13.02,-6.7,-21.17,-31.17,-28.7,-660.99,520.65,-82.86,59.39,15.73,73.31,-58.45,80.74,-24.16,-68.72,7.07,-215.69,-1.08,36.47,3.3,-44.1,-56.95,239.35,-163.4,69.47,13.95,11.72,0.24,-41.72,70.84,-17.68,114.73
2490033,499_6,0.2861,-29.69,-174.28,-135.31,-61.96,11.76,48.34,5.75,6.42,-3.3,-28.83,-28.2,-50.75,-543.2,464.12,-73.56,60.85,20.54,80.23,-55.89,235.98,-66.55,-72.21,9.58,-208.42,-1.6,33.76,3.04,-55.19,-65.96,245.51,-124.88,103.97,20.21,11.48,2.23,-37.38,71.73,-20.21,117.53
2490034,499_6,0.2889,-45.13,-100.35,-76.09,-61.66,9.75,81.28,-0.96,0.47,-0.23,-35.86,-25.86,-70.62,-406.35,369.49,-60.01,60.26,25.88,89.89,-56.0,386.64,-108.59,-74.24,12.49,-199.88,-2.68,28.29,2.54,-64.36,-75.64,253.5,-74.99,128.77,25.16,11.39,4.96,-34.01,70.73,-22.11,124.11
2490035,499_6,0.2917,-58.52,-6.43,-0.92,-57.96,7.31,112.45,-9.7,-4.58,2.39,-41.85,-24.74,-85.84,-253.39,242.86,-41.81,55.59,31.08,99.92,-60.03,520.82,-147.04,-72.26,16.09,-185.96,-4.03,20.19,1.81,-69.78,-84.38,262.89,-6.64,139.82,28.24,11.39,8.2,-31.96,65.76,-22.83,132.49
2490036,499_6,0.2944,-69.07,87.89,74.47,-49.86,4.3,136.83,-19.52,-8.55,4.44,-46.73,-25.22,-94.74,-88.65,93.42,-19.03,45.78,35.29,107.58,-68.8,629.03,-179.23,-64.65,20.25,-163.14,-5.22,10.07,0.9,-70.03,-90.74,273.36,87.66,134.59,29.2,11.33,11.58,-31.44,55.66,-21.95,140.07
2490037,499_6,0.2972,-76.52,166.06,136.8,-37.73,0.93,150.4,-29.35,-11.24,5.84,-50.64,-27.39,-96.69,82.67,-68.84,8.03,31.22,37.69,110.42,-82.5,706.1,-203.52,-51.29,24.41,-129.9,-5.94,-1.07,-0.09,-64.41,-93.77,284.67,212.49,112.68,28.16,11.02,14.61,-32.49,40.66,-19.32,144.41
2490038,499_6,0.3,-81.05,217.71,177.76,-23.24,-2.28,150.99,-38.34,-12.56,6.52,-53.85,-31.12,-92.11,254.34,-234.4,38.92,13.66,37.64,106.89,-100.41,750.88,-219.26,-33.63,27.69,-87.41,-6.03,-12.03,-1.06,-53.18,-93.13,296.31,366.06,76.07,25.58,10.31,16.77,-35.03,22.39,-15.13,143.8
2490039,499_6,0.3028,-83.16,239.87,195.02,-8.7,-4.76,138.48,-45.87,-12.51,6.48,-56.58,-36.12,-82.55,418.62,-394.47,72.89,-4.41,34.9,96.59,-120.75,764.08,-226.13,-14.06,29.23,-39.09,-5.55,-21.73,-1.92,-37.6,-89.11,307.08,538.0,29.11,22.13,9.07,17.64,-38.87,3.23,-9.85,137.56
2490040,499_6,0.3056,-83.53,236.78,192.19,3.72,-6.09,114.67,-51.71,-11.22,5.8,-58.94,-42.09,-70.48,565.86,-540.62,108.63,-20.59,29.64,80.2,-140.73,745.25,-223.31,4.9,28.53,10.53,-4.66,-29.35,-2.58,-19.85,-82.55,314.76,709.33,-21.89,18.46,7.35,16.99,-43.74,-14.39,-4.14,126.09
2490041,499_6,0.3083,-82.91,218.65,177.84,12.71,-6.18,82.67,-55.9,-8.94,4.59,-60.85,-48.72,-59.04,684.8,-664.53,144.04,-33.32,22.45,59.23,-156.83,690.5,-208.89,21.4,25.63,57.23,-3.58,-34.59,-3.04,-2.66,-74.56,316.17,855.02,-69.29,14.99,5.29,14.84,-49.38,-28.75,1.32,110.64
2490042,499_6,0.3111,-82.02,199.35,163.61,18.03,-5.28,46.25,-58.73,-5.99,3.03,-62.04,-55.7,-51.47,763.8,-758.06,176.24,-42.13,14.18,35.63,-165.43,591.77,-179.73,34.66,21.09,98.17,-2.51,-37.59,-3.3,11.11,-66.29,307.71,948.87,-104.87,11.79,3.18,11.45,-55.51,-39.19,6.01,92.91
2490043,499_6,0.3139,-81.51,192.98,161.4,20.38,-3.84,9.17,-60.56,-2.72,1.28,-62.16,-62.73,-50.37,792.95,-813.98,201.85,-47.53,5.71,11.32,-163.5,438.23,-131.95,44.85,15.73,132.2,-1.6,-38.87,-3.4,19.01,-58.68,286.18,969.75,-120.57,8.44,1.28,7.27,-61.92,-45.98,9.7,74.67
2490044,499_6,0.3167,-81.89,209.94,179.96,20.88,-2.3,-25.39,-61.66,0.54,-0.46,-60.88,-69.44,-56.95,766.78,-827.16,217.51,-50.53,-2.31,-12.12,-149.31,219.21,-61.91,52.73,10.29,159.45,-0.92,-38.97,-3.41,19.56,-52.37,249.82,907.56,-109.28,4.17,-0.18,2.79,-68.39,-49.94,12.44,57.35
2490045,499_6,0.3194,-83.44,253.81,222.28,20.62,-0.9,-55.13,-62.12,3.4,-1.99,-58.03,-75.43,-70.51,686.61,-796.07,220.72,-52.1,-9.59,-33.69,-122.96,-72.0,32.55,59.12,5.15,180.52,-0.47,-38.25,-3.34,12.57,-47.65,199.11,767.21,-65.68,-2.01,-1.14,-1.54,-74.72,-51.99,14.61,41.79
2490046,499_6,0.3222,-86.16,320.57,284.83,20.37,0.32,-78.61,-61.79,5.45,-3.07,-53.82,-80.28,-88.37,561.86,-724.22,210.63,-52.91,-16.18,-52.91,-86.41,-434.33,150.93,64.58,0.26,195.81,-0.2,-36.76,-3.21,-0.81,-44.58,137.19,568.9,12.84,-11.01,-1.63,-5.36,-80.68,-52.79,16.69,28.26
2490047,499_6,0.325,-89.82,400.5,359.2,20.45,1.45,-95.19,-60.35,6.23,-3.45,-48.9,-83.7,-106.49,409.37,-621.03,188.76,-53.16,-22.28,-69.69,-43.26,-855.52,288.93,69.31,-4.64,205.5,-0.03,-34.33,-2.99,-18.38,-43.12,69.53,344.44,125.01,-23.36,-1.81,-8.46,-86.0,-52.69,19.11,16.57
2490048,499_6,0.3278,-94.09,481.77,435.16,20.92,2.53,-104.84,-57.45,5.38,-2.93,-44.34,-85.54,-120.6,250.59,-501.13,158.96,-52.83,-28.05,-84.13,1.91,-1309.37,437.63,73.24,-9.75,210.03,0.16,-30.87,-2.69,-37.47,-43.16,3.09,130.32,264.44,-38.84,-1.87,-10.76,-90.37,-51.82,22.09,6.29
2490049,499_6,0.3305,-136.41,6.42,-7.68,63.7,-4.88,-78.59,-39.66,-20.69,9.95,-106.42,-85.45,-196.54,168.94,112.59,-6.54,-84.34,-14.85,-98.37,121.84,-990.83,-381.9,115.82,13.11,198.34,6.27,-37.39,-3.31,-75.17,-49.29,-108.27,-269.88,153.59,-63.17,7.16,-6.53,-87.68,70.19,-39.26,6.69
2490050,499_6,0.3333,-103.65,610.54,558.83,22.85,3.64,-105.93,-46.73,-1.65,1.07,-41.56,-85.05,-125.61,-3.89,-279.18,97.42,-50.17,-37.92,-106.46,79.58,-2136.89,707.74,78.22,-19.31,209.6,1.06,-22.3,-1.95,-70.64,-47.16,-98.96,-145.26,569.2,-73.26,-2.28,-12.89,-94.9,-48.36,28.91,-11.88
2490051,499_6,0.3361,-109.08,647.9,597.43,24.43,2.73,-99.97,-39.34,-7.23,4.23,-45.58,-83.33,-116.22,-73.22,-203.49,75.09,-48.19,-41.02,-114.47,104.6,-2395.69,791.47,79.44,-22.05,209.69,1.96,-19.16,-1.68,-82.01,-50.48,-125.08,-176.85,692.73,-86.75,-2.8,-12.75,-94.47,-46.47,31.75,-20.46
2490052,499_6,0.3389,-115.26,665.17,618.28,26.78,0.2,-92.1,-31.35,-13.28,7.64,-53.82,-80.99,-102.17,-100.48,-157.05,60.94,-46.42,-42.17,-120.43,117.8,-2474.92,816.51,80.36,-22.04,213.44,3.22,-18.51,-1.63,-89.74,-53.99,-132.75,-143.09,764.62,-93.31,-3.52,-11.85,-92.04,-45.24,33.52,-28.93
2490053,499_6,0.3417,-122.26,662.2,620.71,30.31,-4.05,-84.34,-23.48,-18.91,10.81,-65.78,-78.07,-87.4,-92.73,-134.14,53.44,-45.57,-41.17,-124.42,119.44,-2336.29,771.09,81.67,-18.71,222.23,4.76,-21.37,-1.89,-94.68,-57.03,-124.27,-64.16,763.38,-89.96,-4.38,-10.2,-87.73,-45.33,34.12,-37.24
2490054,499_6,0.3444,-129.77,638.87,603.93,35.51,-9.61,-78.36,-16.42,-23.34,13.31,-80.16,-74.36,-75.69,-61.32,-123.79,49.15,-46.37,-38.34,-126.62,111.37,-1970.81,653.11,84.14,-12.21,235.74,6.41,-28.07,-2.49,-97.96,-59.02,-104.27,33.15,675.89,-74.86,-5.25,-7.84,-81.95,-47.33,33.9,-45.15
2490055,499_6,0.3472,-136.98,595.23,567.29,42.66,-15.58,-75.22,-10.69,-26.09,14.86,-95.08,-69.49,-69.67,-18.56,-113.94,44.2,-49.33,-34.47,-127.31,96.54,-1404.35,471.65,88.36,-3.57,252.01,7.81,-38.01,-3.38,-100.61,-59.62,-78.69,121.73,501.53,-47.91,-6.04,-4.83,-75.4,-51.54,33.66,-52.26
2490056,499_6,0.35,-142.7,532.23,511.09,51.77,-20.77,-75.19,-6.6,-27.01,15.37,-108.45,-63.06,-70.19,24.88,-95.31,35.6,-54.64,-30.65,-126.83,78.29,-694.93,245.83,94.48,5.58,267.91,8.45,-49.71,-4.42,-103.25,-58.89,-53.36,179.92,254.28,-10.95,-6.66,-1.26,-68.98,-57.89,34.4,-58.04
2490057,499_6,0.3528,-145.64,452.48,437.42,62.38,-24.03,-77.81,-4.2,-26.32,14.98,-118.43,-54.85,-76.36,61.22,-63.79,22.12,-61.98,-27.96,-125.52,59.57,77.13,1.42,102.1,13.42,279.95,7.66,-61.15,-5.43,-106.0,-57.3,-32.78,195.4,-38.32,32.28,-7.03,2.69,-63.55,-65.84,36.98,-61.99
2490058,499_6,0.3555,-114.36,324.72,336.61,103.87,20.36,-37.16,0.04,-2.59,1.23,-129.18,-49.52,-46.22,-363.66,-115.65,19.91,-93.79,-28.33,-44.12,67.37,323.53,111.73,77.28,-6.33,121.68,-84.4,-26.51,-2.01,-130.8,-37.26,-21.92,594.76,-49.72,34.13,11.2,3.08,-41.7,69.03,-62.61,-1.89
2490059,499_6,0.3583,-139.42,263.59,257.19,84.28,-21.92,-87.21,-3.54,-21.64,12.32,-123.89,-34.03,-96.17,96.5,28.24,-15.13,-79.35,-28.48,-121.27,28.01,1460.06,-433.69,116.94,19.82,281.58,-1.48,-75.3,-6.69,-110.37,-54.72,-12.02,101.61,-607.81,116.36,-6.73,10.52,-58.09,-82.46,48.35,-62.95
2490060,499_6,0.3611,-129.82,169.28,165.4,92.99,-16.57,-92.0,-4.55,-18.47,10.51,-118.98,-22.92,-104.76,93.13,75.79,-33.87,-86.91,-31.62,-118.48,16.16,1924.07,-579.24,120.68,17.49,269.03,-11.35,-75.5,-6.71,-110.8,-55.17,-8.92,14.55,-808.37,146.13,-5.99,13.55,-58.39,-88.61,55.87,-59.79
2490061,499_6,0.3639,-116.71,86.09,83.83,98.46,-9.24,-95.97,-5.95,-15.17,8.64,-109.75,-12.85,-110.59,76.78,114.97,-49.07,-92.03,-35.88,-115.26,6.34,2179.33,-659.67,119.61,12.1,248.75,-25.4,-70.9,-6.31,-109.34,-57.21,-6.35,-78.76,-916.42,162.21,-4.89,15.33,-60.46,-91.8,62.93,-54.46
2490062,499_6,0.3667,-101.33,20.92,19.73,99.8,-1.02,-98.86,-7.5,-11.99,6.83,-97.2,-4.97,-114.04,49.78,140.92,-58.8,-93.84,-40.4,-111.66,-2.17,2222.5,-674.37,112.56,4.74,223.15,-43.56,-62.42,-5.56,-105.73,-60.53,-1.13,-165.31,-923.97,163.24,-3.54,15.5,-63.9,-91.38,68.17,-47.41
2490063,499_6,0.3694,-85.08,-22.65,-23.0,96.61,6.98,-100.7,-9.1,-9.16,5.22,-82.51,-0.14,-116.75,16.03,151.25,-62.08,-92.01,-44.38,-107.86,-9.95,2079.93,-631.75,99.33,-3.39,195.15,-65.2,-51.55,-4.59,-100.0,-64.38,8.5,-237.66,-840.33,150.5,-2.07,13.89,-68.31,-87.29,70.61,-39.2
2490064,499_6,0.3722,-69.24,-45.94,-45.62,89.2,13.8,-101.63,-10.81,-6.86,3.92,-66.81,1.33,-120.8,-18.2,145.66,-58.71,-86.81,-47.27,-104.21,-17.13,1798.52,-546.37,80.73,-11.17,167.33,-89.13,-39.94,-3.55,-92.55,-67.77,22.33,-294.28,-688.92,127.35,-0.65,10.73,-73.36,-80.04,69.95,-30.5
