jointforce_id,session_trial,time,elbow_force_x,elbow_force_y,elbow_force_z,shoulder_upper_arm_force_x,shoulder_upper_arm_force_y,shoulder_upper_arm_force_z,shoulder_thorax_force_x,shoulder_thorax_force_y,shoulder_thorax_force_z,wrist_force_x,wrist_force_y,wrist_force_z,glove_elbow_force_x,glove_elbow_force_y,glove_elbow_force_z,glove_shoulder_glove_upper_arm_force_x,glove_shoulder_glove_upper_arm_force_y,glove_shoulder_glove_upper_arm_force_z,glove_shoulder_thorax_force_x,glove_shoulder_thorax_force_y,glove_shoulder_thorax_force_z,glove_wrist_force_x,glove_wrist_force_y,glove_wrist_force_z
2481358,498_1,0.3111,60.73,477.72,-83.74,-98.56,300.44,-99.18,-186.83,20.78,262.85,15.07,395.96,-61.81,-96.07,113.72,-81.19,-59.32,156.04,-46.47,-44.42,-68.09,149.05,-79.41,86.43,-100.29
2481359,498_1,0.3139,133.35,504.47,-0.65,-122.69,245.01,-170.83,-127.72,91.98,272.88,78.83,430.05,10.88,-83.23,145.07,-97.96,-28.61,170.81,-46.75,-73.8,-50.55,150.92,-69.74,118.92,-121.38
2481360,498_1,0.3167,210.45,488.8,80.79,-133.4,168.52,-222.5,-58.42,149.34,256.82,148.34,425.62,80.4,-62.01,172.27,-109.87,1.45,180.12,-45.82,-99.67,-32.89,148.44,-50.79,149.74,-135.79
2481361,498_1,0.3194,280.86,432.19,150.34,-126.5,81.09,-249.9,14.64,184.27,219.17,212.68,383.62,137.18,-31.71,190.17,-112.73,26.9,178.99,-43.48,-116.38,-16.53,139.23,-21.08,173.96,-138.73
2481362,498_1,0.3222,334.54,342.99,200.21,-101.39,-5.46,-253.45,84.46,192.81,168.28,262.16,311.33,174.15,6.74,193.73,-103.66,43.68,163.8,-39.37,-119.15,-3.4,121.74,18.76,186.4,-126.97
2481363,498_1,0.325,364.71,234.58,226.63,-61.57,-80.42,-237.59,144.61,176.69,113.86,290.42,220.5,188.42,50.44,179.21,-81.88,48.38,133.38,-33.31,-105.16,4.4,96.08,65.59,182.68,-99.63
2481364,498_1,0.3278,368.87,122.29,230.09,-13.95,-136.19,-209.02,190.05,142.42,64.47,295.34,124.58,181.46,94.64,145.41,-49.08,39.16,89.78,-25.52,-74.48,5.17,64.34,113.94,160.47,-58.77
2481365,498_1,0.3305,-43.41,-27.17,29.85,55.02,33.15,-96.69,42.48,-7.94,107.29,-26.33,-17.96,12.31,-22.07,6.54,5.12,10.09,32.4,-40.39,-5.62,17.19,50.23,-9.78,0.76,2.15
2481366,498_1,0.3333,308.12,-60.81,185.12,71.3,-179.13,-140.29,225.73,56.02,0.9,244.84,-36.21,124.74,161.09,33.12,32.03,-15.2,-14.08,-9.1,20.29,-13.93,-0.34,187.8,67.86,42.52
2481367,498_1,0.3361,253.74,-115.23,148.17,95.36,-168.88,-109.61,215.37,20.26,-10.77,199.59,-86.73,88.03,173.12,-30.2,69.24,-50.14,-59.45,-4.18,69.9,-28.43,-23.49,201.48,9.62,89.29
2481368,498_1,0.3389,191.89,-142.14,108.7,102.82,-142.67,-84.32,188.81,-4.16,-11.07,148.8,-114.69,53.33,167.74,-85.22,97.88,-80.2,-91.96,-4.17,110.38,-39.78,-35.76,195.96,-45.0,125.26
2481369,498_1,0.3417,128.7,-144.84,70.62,94.71,-105.6,-64.46,149.94,-16.58,-3.09,97.72,-122.54,24.19,146.08,-123.28,115.52,-98.04,-108.7,-10.38,135.82,-42.71,-36.38,172.67,-87.77,146.89
2481370,498_1,0.3444,69.5,-129.43,36.53,74.8,-63.05,-48.99,103.66,-19.06,9.69,50.69,-115.0,2.33,111.86,-139.1,121.99,-98.82,-110.12,-23.05,143.58,-33.53,-26.93,135.96,-113.18,153.35
2481371,498_1,0.3472,18.47,-103.17,7.91,48.45,-20.17,-36.39,55.38,-15.24,23.85,11.01,-97.71,-12.09,70.38,-131.85,118.99,-81.44,-99.41,-41.11,134.51,-11.27,-10.7,91.93,-119.48,146.32
2481372,498_1,0.35,-21.43,-73.06,-14.48,21.32,18.46,-25.22,10.33,-9.16,36.43,-19.07,-76.09,-19.91,27.39,-104.92,109.29,-48.58,-81.2,-62.43,112.3,22.07,8.35,46.97,-108.61,129.19
2481373,498_1,0.3528,-48.61,-44.72,-30.41,-1.74,49.19,-14.45,-27.06,-4.25,45.16,-38.38,-54.45,-22.46,-11.99,-64.73,95.95,-5.81,-60.25,-84.26,82.22,62.01,26.56,6.6,-85.24,106.12
2481374,498_1,0.3555,-62.87,-21.8,-40.01,-17.47,69.69,-3.66,-53.8,-2.68,48.72,-46.84,-35.57,-21.19,-43.96,-19.01,81.66,39.88,-40.44,-103.82,49.81,102.83,41.27,-25.35,-55.3,81.18
2481375,498_1,0.3583,-65.32,-5.91,-43.76,-24.49,79.14,7.0,-68.56,-5.23,46.79,-45.43,-20.67,-17.41,-66.39,24.88,68.34,81.73,-24.17,-118.89,19.85,138.86,51.13,-47.02,-24.57,57.68
2481376,498_1,0.3611,-58.18,3.11,-42.47,-23.17,78.33,16.95,-71.79,-11.45,40.1,-36.08,-9.7,-12.26,-78.79,61.23,57.12,114.39,-12.37,-128.15,-4.34,165.67,56.09,-58.34,2.37,37.84
2481377,498_1,0.3639,-44.44,6.57,-37.25,-15.19,69.39,25.4,-65.38,-20.07,30.22,-21.48,-1.84,-6.61,-82.01,86.63,48.36,134.72,-4.72,-131.38,-21.03,180.73,57.11,-60.63,22.71,22.73
2481378,498_1,0.3667,-27.5,6.36,-29.44,-2.99,55.4,31.51,-52.24,-29.45,19.27,-4.72,3.99,-1.17,-77.87,100.04,41.89,141.86,-0.11,-129.31,-30.0,183.57,55.75,-56.04,35.43,12.42
2481379,498_1,0.3694,-10.63,4.39,-20.47,10.77,39.82,34.57,-35.73,-37.91,9.5,11.13,8.77,3.58,-68.67,102.41,37.26,136.94,2.83,-123.25,-32.12,175.45,53.65,-46.98,41.05,6.31
2481380,498_1,0.3722,3.33,2.2,-11.65,23.6,25.88,34.14,-19.05,-44.03,2.92,23.42,13.07,7.33,-56.72,95.98,33.86,122.43,5.35,-114.66,-28.99,158.76,52.11,-35.74,41.01,3.4
2481381,498_1,0.375,12.38,0.83,-4.05,33.49,16.06,30.13,-4.89,-46.79,0.89,30.3,17.06,9.93,-44.03,83.57,31.09,101.43,8.32,-104.67,-22.49,136.2,51.79,-24.16,37.19,2.58
2481382,498_1,0.3778,15.51,0.78,1.62,39.01,11.82,22.77,4.88,-45.58,3.96,30.97,20.52,11.39,-32.1,67.99,28.39,76.99,12.13,-93.78,-14.46,110.27,52.58,-13.53,31.39,2.84
2481383,498_1,0.3806,12.71,2.12,5.01,39.45,13.47,12.68,9.35,-40.27,11.77,25.71,23.1,11.82,-21.81,51.57,25.3,51.68,16.71,-81.82,-6.49,82.78,53.74,-4.61,25.09,3.38
2481384,498_1,0.3833,4.85,4.66,6.12,34.76,20.25,0.74,8.48,-31.17,23.18,15.76,24.44,11.41,-13.52,35.99,21.49,27.32,21.71,-68.15,0.27,54.79,54.16,2.29,19.3,3.66
2481385,498_1,0.3861,-6.55,8.06,5.28,25.53,30.58,-11.93,3.04,-19.02,36.5,3.0,24.35,10.39,-7.17,22.24,16.72,4.98,26.64,-51.97,5.1,26.77,52.7,7.13,14.57,3.38
2481386,498_1,0.3889,-19.65,11.94,3.02,12.92,42.48,-24.16,-5.64,-4.94,49.8,-10.41,22.9,9.04,-2.55,10.77,10.93,-14.87,31.11,-32.8,7.72,-1.09,48.62,10.02,11.1,2.46
2481387,498_1,0.3917,-32.58,15.96,-0.05,-1.51,53.88,-34.8,-15.96,9.68,61.26,-22.48,20.39,7.6,0.59,1.67,4.22,-32.04,34.89,-10.85,8.15,-28.48,41.79,11.12,8.83,0.98
2481388,498_1,0.3944,-43.74,19.81,-3.32,-16.03,63.01,-42.88,-26.25,23.35,69.41,-31.67,17.29,6.28,2.36,-5.12,-3.16,-46.36,38.0,12.84,6.59,-54.64,32.77,10.52,7.61,-0.88
2481389,498_1,0.3972,-51.92,23.26,-6.27,-28.95,68.65,-47.71,-35.1,34.67,73.35,-37.13,14.17,5.21,2.71,-9.68,-10.79,-57.44,40.63,36.48,3.32,-78.26,22.68,8.32,7.2,-2.86
2481390,498_1,0.4,-56.46,26.18,-8.52,-38.89,70.2,-48.95,-41.48,42.53,72.81,-38.69,11.6,4.44,1.56,-12.05,-18.19,-64.71,43.0,57.81,-1.43,-97.64,12.89,4.61,7.39,-4.71
2481391,498_1,0.4028,-57.22,28.47,-9.85,-44.98,67.7,-46.72,-44.8,46.29,68.1,-36.78,10.02,3.96,-1.11,-12.33,-24.8,-67.48,45.2,74.63,-7.36,-110.97,4.63,-0.39,7.92,-6.19
2481392,498_1,0.4055,-54.51,30.14,-10.16,-46.88,61.67,-41.49,-44.94,45.92,59.99,-32.26,9.72,3.72,-5.04,-10.71,-30.08,-65.33,47.03,85.25,-14.05,-116.85,-1.31,-6.31,8.55,-7.09
2481393,498_1,0.4083,-49.01,31.22,-9.42,-44.84,52.95,-34.13,-42.13,41.91,49.56,-26.15,10.76,3.64,-9.7,-7.68,-33.5,-58.36,47.95,88.84,-20.85,-114.66,-4.79,-12.56,8.97,-7.29
2481394,498_1,0.4111,-41.6,31.8,-7.69,-39.61,42.56,-25.7,-36.91,35.24,38.01,-19.46,13.03,3.67,-14.21,-3.99,-34.64,-47.44,47.18,85.62,-26.79,-104.88,-6.31,-18.38,8.87,-6.71
2481395,498_1,0.4139,-33.23,31.98,-5.11,-32.26,31.53,-17.32,-30.0,27.2,26.5,-13.05,16.19,3.74,-17.54,-0.63,-33.22,-34.18,43.84,76.73,-30.68,-89.03,-6.79,-22.91,7.93,-5.32
2481396,498_1,0.4167,-24.86,31.88,-1.84,-24.03,20.86,-10.02,-22.24,19.11,16.06,-7.48,19.78,3.85,-18.74,1.4,-29.15,-20.69,37.25,63.98,-31.33,-69.46,-7.28,-25.32,5.92,-3.2
2481397,498_1,0.4194,-17.24,31.58,1.84,-16.11,11.38,-4.58,-14.48,12.16,7.46,-3.1,23.29,3.97,-17.13,1.32,-22.58,-9.11,27.17,49.42,-27.89,-48.83,-8.64,-24.97,2.77,-0.47
2481398,498_1,0.4222,-10.93,31.17,5.65,-9.46,3.71,-1.41,-7.48,7.18,1.19,0.05,26.2,4.14,-12.54,-1.18,-13.95,-1.12,14.02,34.91,-20.15,-29.58,-11.26,-21.57,-1.37,2.67
2481399,498_1,0.425,-6.18,30.66,9.27,-4.72,-1.78,-0.53,-1.82,4.55,-2.63,2.11,28.08,4.36,-5.38,-5.77,-3.93,2.47,-1.11,21.8,-8.69,-13.46,-14.99,-15.21,-6.12,5.97
2481400,498_1,0.4278,-2.92,30.02,12.44,-2.07,-5.06,-1.56,2.18,4.15,-4.18,3.38,28.6,4.68,3.41,-11.58,6.6,1.86,-16.58,10.72,5.14,-1.23,-19.09,-6.48,-10.89,9.12
2481401,498_1,0.4306,-0.8,29.13,14.98,-1.35,-6.35,-3.86,4.46,5.47,-3.95,4.25,27.6,5.12,12.54,-17.33,16.7,-1.86,-30.48,1.58,19.45,7.29,-22.45,3.67,-15.01,11.83
2481402,498_1,0.4333,0.74,27.79,16.83,-2.07,-6.13,-6.56,5.18,7.67,-2.63,5.11,25.08,5.72,20.63,-21.7,25.44,-7.05,-40.96,-6.22,32.19,13.02,-23.88,14.04,-17.81,13.84
2481403,498_1,0.4361,2.34,25.79,17.99,-3.65,-5.01,-8.78,4.63,9.86,-1.03,6.29,21.18,6.47,26.55,-23.59,32.1,-11.93,-46.65,-13.47,41.59,17.2,-22.4,23.37,-18.83,14.99
2481404,498_1,0.4389,4.54,22.94,18.56,-5.52,-3.55,-9.67,3.09,11.17,0.15,7.94,16.19,7.34,29.59,-22.44,36.18,-15.03,-46.9,-20.79,46.47,20.95,-17.6,30.55,-17.86,15.2
2481405,498_1,0.4417,7.64,19.14,18.62,-7.22,-2.15,-8.61,0.8,10.96,0.37,10.05,10.53,8.23,29.61,-18.23,37.54,-15.42,-41.99,-28.4,46.39,25.05,-9.81,34.84,-14.99,14.52
2481406,498_1,0.4444,11.62,14.42,18.19,-8.47,-0.95,-5.32,-2.14,8.89,-0.55,12.36,4.71,9.02,27.0,-11.49,36.39,-12.75,-33.09,-36.01,41.73,29.77,-0.13,35.93,-10.61,13.1
2481407,498_1,0.4472,16.11,9.02,17.26,-9.1,0.2,0.11,-5.65,4.9,-2.4,14.45,-0.72,9.54,22.49,-3.06,33.27,-7.26,-22.06,-42.95,33.5,34.96,9.76,33.93,-5.29,11.16
2481408,498_1,0.45,20.46,3.32,15.74,-9.0,1.62,7.16,-9.6,-0.7,-4.6,15.82,-5.21,9.62,16.93,6.07,28.97,0.48,-11.14,-48.44,23.14,40.3,17.93,29.3,0.35,8.98
2481409,498_1,0.4528,23.9,-2.19,13.58,-8.03,3.73,14.92,-13.69,-7.42,-6.34,16.02,-8.33,9.15,11.05,14.97,24.42,9.66,-2.46,-51.8,12.26,45.4,22.67,22.69,5.68,6.85
2481410,498_1,0.4556,25.71,-6.97,10.76,-5.97,6.78,22.28,-17.41,-14.57,-6.76,14.75,-9.8,8.08,5.36,22.89,20.55,19.38,2.32,-52.75,2.37,49.98,22.86,14.82,10.23,5.07
2481411,498_1,0.4583,25.47,-10.6,7.39,-2.59,10.8,28.06,-20.05,-21.44,-5.19,11.97,-9.57,6.48,0.1,29.22,18.07,28.66,2.41,-51.38,-5.32,53.83,18.32,6.38,13.67,3.84
2481412,498_1,0.4611,23.08,-12.82,3.73,2.29,15.46,31.29,-20.86,-27.39,-1.33,7.93,-7.83,4.52,-4.69,33.54,17.35,36.54,-1.96,-48.14,-10.03,56.73,9.86,-2.04,15.82,3.3
2481413,498_1,0.4639,18.88,-13.58,0.18,8.69,20.12,31.39,-19.19,-31.9,4.6,3.09,-5.0,2.49,-9.02,35.52,18.31,41.99,-9.57,-43.68,-11.47,58.31,-0.83,-9.9,16.61,3.44
2481414,498_1,0.4667,13.49,-13.06,-2.77,16.42,23.95,28.29,-14.67,-34.69,11.88,-1.93,-1.61,0.69,-12.85,34.91,20.48,44.06,-18.46,-38.59,-9.79,58.05,-11.49,-16.75,16.08,4.13
2481415,498_1,0.4694,7.71,-11.6,-4.63,25.0,26.08,22.42,-7.32,-35.68,19.42,-6.55,1.79,-0.56,-16.04,31.59,23.06,41.95,-26.35,-33.33,-5.5,55.31,-19.74,-22.14,14.32,5.17
2481416,498_1,0.4722,2.38,-9.61,-5.0,33.76,25.8,14.63,2.4,-35.0,26.01,-10.24,4.73,-1.02,-18.33,25.56,25.14,35.13,-31.13,-28.14,0.69,49.43,-23.56,-25.68,11.48,6.29
2481417,498_1,0.475,-1.84,-7.45,-3.64,41.88,22.73,6.03,13.62,-32.91,30.52,-12.69,6.95,-0.59,-19.39,17.07,25.91,23.49,-31.32,-23.01,8.04,40.01,-21.69,-27.04,7.74,7.24
2481418,498_1,0.4778,-4.46,-5.39,-0.61,48.51,16.95,-2.28,25.23,-29.78,32.16,-13.72,8.37,0.68,-18.93,6.6,24.85,7.44,-26.35,-17.82,15.87,26.97,-13.9,-26.08,3.35,7.81
2481419,498_1,0.4806,-5.26,-3.57,3.77,52.91,8.98,-9.33,35.94,-25.96,30.63,-13.28,9.09,2.58,-16.78,-5.14,21.82,-12.05,-16.7,-12.35,23.64,10.75,-1.01,-22.84,-1.39,7.9
2481420,498_1,0.4833,-4.23,-2.01,8.95,54.49,-0.2,-14.43,44.5,-21.79,26.16,-11.44,9.36,4.78,-12.97,-17.2,17.09,-33.52,-3.77,-6.46,30.96,-7.7,15.19,-17.69,-6.13,7.49
2481421,498_1,0.4861,-1.59,-0.63,14.15,52.93,-9.41,-17.23,49.85,-17.5,19.43,-8.31,9.42,6.9,-7.74,-28.55,11.25,-55.16,10.46,-0.1,37.53,-27.05,32.37,-11.24,-10.49,6.65
2481422,498_1,0.4889,2.32,0.66,18.61,48.2,-17.39,-17.75,51.26,-13.24,11.42,-4.05,9.49,8.57,-1.58,-38.13,5.11,-74.95,23.78,6.56,43.06,-45.64,48.03,-4.28,-14.06,5.5
2481423,498_1,0.4917,7.05,1.96,21.63,40.54,-23.07,-16.29,48.43,-9.07,3.22,1.08,9.7,9.5,4.89,-44.98,-0.53,-90.94,34.24,13.2,47.24,-61.8,59.92,2.29,-16.48,4.23
2481424,498_1,0.4944,12.06,3.33,22.75,30.47,-25.74,-13.41,41.57,-4.98,-4.16,6.72,10.05,9.55,10.95,-48.39,-5.0,-101.44,40.49,19.32,49.67,-74.0,66.43,7.68,-17.47,2.99
2481425,498_1,0.4972,16.8,4.84,21.82,18.71,-25.17,-9.78,31.34,-0.91,-9.97,12.42,10.48,8.74,15.97,-47.95,-7.9,-105.26,41.93,24.43,49.93,-81.11,66.81,11.3,-16.85,1.9
2481426,498_1,0.5,20.77,6.53,19.05,6.05,-21.58,-6.05,18.73,3.18,-13.8,17.6,10.9,7.24,19.45,-43.65,-9.13,-101.88,38.8,28.09,47.62,-82.57,61.18,12.87,-14.61,1.06
2481427,498_1,0.5028,23.6,8.41,14.92,-6.65,-15.66,-2.7,4.91,7.24,-15.65,21.73,11.22,5.3,21.22,-35.94,-8.92,-91.53,32.02,30.09,42.49,-78.52,50.48,12.47,-10.93,0.45
2481428,498_1,0.5056,25.13,10.5,10.08,-18.63,-8.37,0.07,-8.92,11.04,-15.85,24.35,11.41,3.25,21.41,-25.65,-7.74,-75.26,22.94,30.47,34.58,-69.8,36.22,10.52,-6.15,0.05
2481429,498_1,0.5083,25.42,12.7,5.3,-29.16,-0.81,2.38,-21.67,14.18,-14.99,25.19,11.45,1.4,20.51,-13.97,-6.14,-54.82,13.08,29.63,24.31,-57.87,20.2,7.68,-0.75,-0.24
2481430,498_1,0.5111,24.77,14.84,1.29,-37.59,5.9,4.61,-32.43,16.07,-13.81,24.26,11.36,0.0,19.21,-2.26,-4.66,-32.49,3.76,28.15,12.53,-44.58,4.26,4.74,4.69,-0.48
2481431,498_1,0.5139,23.59,16.63,-1.39,-43.36,10.76,7.21,-40.41,16.15,-12.99,21.78,11.12,-0.81,18.28,8.16,-3.69,-10.77,-4.03,26.71,0.43,-31.85,-10.01,2.45,9.59,-0.74
2481432,498_1,0.5167,22.28,17.67,-2.39,-46.02,13.05,10.5,-45.0,14.03,-13.03,18.2,10.68,-0.94,18.36,16.14,-3.38,7.95,-9.77,25.91,-10.61,-21.41,-21.42,1.41,13.44,-1.02
2481433,498_1,0.5194,21.14,17.54,-1.65,-45.26,12.47,14.51,-45.82,9.61,-14.08,14.04,9.9,-0.41,19.79,20.97,-3.66,21.73,-13.35,26.1,-19.25,-14.43,-29.23,1.93,15.89,-1.29
2481434,498_1,0.5222,20.25,15.87,0.6,-40.99,9.19,18.98,-42.76,3.19,-15.86,9.83,8.6,0.68,22.47,22.42,-4.29,29.42,-14.97,27.3,-24.47,-11.38,-33.15,3.95,16.77,-1.48
2481435,498_1,0.525,19.55,12.44,3.8,-33.42,3.94,23.41,-36.17,-4.65,-17.72,6.01,6.58,2.18,25.85,20.77,-4.96,30.76,-14.97,29.18,-25.81,-11.99,-33.31,7.12,16.11,-1.52
2481436,498_1,0.5278,18.83,7.29,7.19,-23.11,-2.06,27.34,-26.86,-13.16,-18.74,2.91,3.68,3.89,29.08,16.74,-5.39,26.37,-13.67,31.18,-23.38,-15.39,-30.11,10.81,14.13,-1.35
2481437,498_1,0.5306,17.91,0.73,9.88,-10.89,-7.3,30.44,-16.15,-21.63,-17.94,0.72,-0.15,5.59,31.18,11.36,-5.43,17.62,-11.31,32.69,-17.95,-20.33,-24.17,14.3,11.21,-0.96
2481438,498_1,0.5333,16.66,-6.62,11.04,2.15,-10.26,32.65,-5.6,-29.47,-14.51,-0.5,-4.79,7.06,31.35,5.75,-5.07,6.34,-8.02,33.21,-10.7,-25.55,-16.24,16.89,7.82,-0.4
2481439,498_1,0.5361,15.07,-13.95,10.11,14.85,-9.75,34.13,3.21,-36.23,-8.04,-0.77,-9.92,8.11,29.13,0.93,-4.47,-5.54,-3.89,32.54,-3.07,-29.99,-7.12,18.02,4.5,0.24
2481440,498_1,0.5389,13.24,-20.37,6.91,26.13,-5.22,35.03,9.12,-41.59,1.34,-0.2,-15.03,8.59,24.61,-2.26,-3.85,-16.27,1.01,30.84,3.55,-33.02,2.34,17.44,1.76,0.83
2481441,498_1,0.5417,11.29,-25.06,1.73,35.18,3.12,35.4,11.59,-45.21,13.02,1.05,-19.49,8.43,18.35,-3.33,-3.48,-24.48,6.52,28.53,8.03,-34.48,11.34,15.14,0.04,1.23
2481442,498_1,0.5444,9.34,-27.41,-4.73,41.62,14.25,35.04,10.9,-46.81,25.91,2.75,-22.62,7.62,11.29,-2.13,-3.61,-29.35,12.41,26.22,9.62,-34.55,19.21,11.44,-0.34,1.32
2481443,498_1,0.5472,7.46,-27.18,-11.47,45.48,26.6,33.55,8.06,-46.13,38.74,4.62,-23.85,6.21,4.48,1.15,-4.4,-30.6,18.42,24.42,8.07,-33.6,25.47,6.82,0.77,0.99
2481444,498_1,0.55,5.63,-24.53,-17.44,47.2,38.3,30.52,4.51,-43.1,50.19,6.37,-22.8,4.31,-1.16,6.03,-5.93,-28.44,24.28,23.44,3.6,-31.98,29.9,1.89,3.3,0.22
2481445,498_1,0.5528,3.86,-20.03,-21.71,47.48,47.54,25.76,1.8,-38.0,59.15,7.71,-19.4,2.05,-5.04,11.81,-8.15,-23.47,29.78,23.22,-3.19,-29.86,32.55,-2.75,6.92,-0.96
2481446,498_1,0.5556,2.15,-14.52,-23.66,47.05,52.94,19.52,1.11,-31.52,64.77,8.47,-13.9,-0.45,-6.98,17.65,-10.89,-16.59,34.72,23.39,-11.36,-27.25,33.7,-6.56,11.11,-2.45
2481447,498_1,0.5583,0.65,-8.95,-23.08,46.44,53.69,12.61,2.97,-24.75,66.63,8.61,-6.91,-2.99,-7.16,22.68,-13.87,-8.87,38.87,23.37,-19.76,-24.07,33.74,-9.14,15.19,-4.07
2481448,498_1,0.5611,-0.37,-4.25,-20.19,45.89,49.74,6.33,7.08,-19.05,64.64,8.26,0.74,-5.41,-5.98,26.05,-16.67,-1.46,41.94,22.65,-27.12,-20.31,33.07,-10.25,18.4,-5.57
2481449,498_1,0.5639,-0.52,-1.06,-15.55,45.18,41.73,2.19,12.41,-15.76,59.1,7.76,8.1,-7.47,-3.87,27.03,-18.82,4.48,43.49,20.91,-32.18,-16.15,31.95,-9.8,20.06,-6.71
2481450,498_1,0.5667,0.64,0.29,-9.97,43.8,30.87,1.59,17.39,-15.91,50.56,7.61,14.19,-8.96,-1.2,25.11,-19.8,7.89,43.01,18.11,-33.84,-11.99,30.47,-7.85,19.61,-7.25
2481451,498_1,0.5694,3.48,-0.18,-4.35,41.01,18.74,5.42,20.29,-19.91,39.85,8.29,18.21,-9.67,1.82,20.02,-19.18,7.97,39.96,14.51,-31.24,-8.45,28.58,-4.6,16.8,-7.01
2481452,498_1,0.5722,8.17,-2.12,0.47,36.12,7.02,13.74,19.68,-27.4,27.94,10.19,19.61,-9.45,5.06,11.85,-16.67,4.24,33.99,10.54,-23.94,-6.07,26.15,-0.43,11.64,-5.92
2481453,498_1,0.575,14.53,-5.04,3.83,28.78,-2.76,25.68,14.81,-37.21,15.87,13.35,18.17,-8.27,8.35,1.05,-12.25,-3.32,25.11,6.55,-12.08,-5.21,23.13,4.14,4.52,-4.01
2481454,498_1,0.5778,21.97,-8.4,5.38,19.12,-9.52,39.48,5.83,-47.6,4.68,17.39,14.01,-6.26,11.42,-11.54,-6.23,-14.18,13.83,2.76,3.61,-5.8,19.62,8.4,-3.88,-1.49
2481455,498_1,0.5806,29.43,-11.78,5.08,7.92,-12.67,52.79,-6.1,-56.46,-4.69,21.4,7.65,-3.72,13.78,-24.8,0.76,-27.33,1.27,-0.84,21.74,-7.34,15.99,11.53,-12.66,1.35
2481456,498_1,0.5833,35.52,-14.9,3.2,-3.53,-12.2,63.06,-19.07,-61.79,-11.43,24.03,-0.12,-1.1,14.82,-37.41,7.78,-41.35,-10.98,-4.43,40.4,-9.0,12.89,12.72,-20.81,4.14
2481457,498_1,0.5861,38.75,-17.67,0.13,-13.6,-8.55,68.07,-30.81,-62.02,-14.96,23.75,-8.31,1.05,13.92,-48.05,13.77,-54.65,-21.04,-8.17,57.41,-9.91,11.1,11.33,-27.4,6.48
2481458,498_1,0.5889,37.86,-20.08,-3.64,-20.7,-2.4,66.43,-39.18,-56.38,-14.89,19.19,-15.85,2.19,10.68,-55.61,17.72,-65.67,-27.14,-12.0,70.6,-9.42,11.4,7.07,-31.69,8.04
2481459,498_1,0.5917,32.17,-22.17,-7.75,-23.61,5.51,57.87,-42.75,-45.05,-11.09,9.62,-21.75,1.88,5.13,-59.36,18.88,-73.19,-28.02,-15.46,78.2,-7.46,14.31,0.16,-33.27,8.61
2481460,498_1,0.5944,21.86,-23.94,-11.92,-21.77,14.51,43.46,-41.09,-29.29,-3.69,-4.75,-25.28,-0.05,-2.08,-59.13,16.97,-76.48,-23.31,-17.66,79.16,-4.67,19.92,-8.59,-32.16,8.15
2481461,498_1,0.5972,8.14,-25.31,-16.02,-15.42,24.05,25.47,-34.87,-11.2,6.86,-22.49,-26.11,-3.41,-9.75,-55.31,12.29,-75.46,-13.69,-17.34,73.39,-2.4,27.76,-17.84,-28.77,6.82
2481462,498_1,0.6,-6.92,-26.18,-19.94,-5.54,33.67,6.98,-25.64,6.48,19.84,-41.14,-24.39,-7.59,-16.21,-48.82,5.65,-70.7,-0.83,-13.16,61.79,-2.37,36.83,-25.91,-23.82,4.93
2481463,498_1,0.6028,-20.72,-26.42,-23.56,6.4,42.9,-8.63,-15.46,20.92,34.24,-57.55,-20.69,-11.71,-19.72,-40.95,-1.74,-63.29,12.93,-4.1,46.12,-6.32,45.83,-31.14,-18.27,2.86
2481464,498_1,0.6056,-30.67,-25.98,-26.72,18.71,51.25,-18.36,-6.41,29.6,48.9,-68.51,-15.93,-14.8,-18.86,-33.1,-8.58,-54.66,25.08,10.19,28.7,-15.37,53.4,-32.19,-13.03,1.02
2481465,498_1,0.6083,-34.71,-24.97,-29.31,29.87,58.26,-20.14,-0.15,30.86,62.7,-71.49,-11.15,-16.12,-12.91,-26.56,-13.71,-46.28,33.49,29.08,11.98,-29.68,58.45,-28.46,-8.9,-0.32
2481466,498_1,0.6111,-31.84,-23.63,-31.31,38.72,63.57,-13.25,2.33,24.2,74.71,-65.24,-7.33,-15.34,-2.16,-22.2,-16.38,-39.35,36.87,50.9,-1.9,-48.2,60.35,-20.19,-6.34,-0.99
2481467,498_1,0.6139,-22.3,-22.3,-32.82,44.66,66.99,1.53,0.9,10.44,84.28,-50.12,-5.17,-12.75,12.16,-20.4,-16.37,-34.64,34.99,73.19,-11.48,-68.79,59.05,-8.52,-5.47,-1.01
2481468,498_1,0.6167,-7.57,-21.33,-34.01,47.56,68.52,22.05,-3.87,-8.45,91.04,-28.15,-4.92,-9.05,28.06,-20.92,-13.96,-32.3,28.67,93.19,-16.2,-88.65,54.99,4.76,-6.06,-0.48
2481469,498_1,0.6194,9.97,-20.91,-34.99,47.64,68.23,45.23,-10.85,-29.7,94.77,-2.58,-6.3,-5.21,43.21,-23.1,-9.82,-31.95,19.41,108.35,-16.38,-104.99,48.98,17.61,-7.59,0.41
2481470,498_1,0.6222,27.53,-20.94,-35.71,45.26,66.2,67.59,-18.7,-50.24,95.29,22.75,-8.59,-2.07,55.5,-25.94,-4.81,-32.78,9.06,116.96,-13.09,-115.59,41.91,28.11,-9.42,1.47
2481471,498_1,0.625,42.54,-21.04,-35.88,40.78,62.39,85.98,-26.09,-67.36,92.37,44.23,-10.73,-0.18,63.38,-28.41,0.23,-33.8,-0.68,118.4,-7.81,-119.3,34.6,34.91,-10.89,2.52
